Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.2,40,0,MINMIN,491.26,0, 6, 11, 8, 7, 3, 3, 3, 0, 4, 3, 7, 4, 0, 4, 7, 0, 5, 0, 2, 4, 4, 6, 3, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=3; i3.2xlarge=3; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,NOML,449.95,15, 9, 4, 4, 0, 4, 0, 3, 1, 0, 2, 14, 4, 4, 6, 4, 3, 2, 0, 2, 0, 2, 1, 4, 2, 5, 3,{c5.2xlarge=15; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=14; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,CUSTOMCLUSTERNOML,450.29999999999995,12, 8, 2, 6, 0, 4, 0, 3, 6, 0, 2, 11, 1, 2, 2, 8, 4, 3, 0, 4, 0, 1, 2, 3, 4, 8, 2,{c5.2xlarge=12; c5.xlarge=8; c5a.2xlarge=2; c5a.xlarge=6; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=6; m5.2xlarge=0; m5.large=2; m5.xlarge=11; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=2},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,TEXTDISTANCE,353.38,11, 11, 4, 3, 0, 3, 0, 2, 4, 0, 4, 20, 2, 4, 4, 6, 3, 3, 0, 1, 0, 3, 2, 2, 2, 2, 2,{c5.2xlarge=11; c5.xlarge=11; c5a.2xlarge=4; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=2; i3.xlarge=4; m5.2xlarge=0; m5.large=4; m5.xlarge=20; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=6; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=2},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,CRITICALPATH,449.51,12, 9, 4, 4, 0, 4, 0, 3, 4, 0, 3, 8, 2, 4, 2, 7, 6, 3, 0, 4, 0, 1, 3, 2, 3, 7, 3,{c5.2xlarge=12; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=3; m5.xlarge=8; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,CRITICALPATHREVERSE,415.5,11, 9, 6, 5, 0, 3, 0, 1, 1, 0, 1, 6, 3, 4, 3, 9, 6, 5, 0, 2, 0, 1, 2, 1, 3, 13, 3,{c5.2xlarge=11; c5.xlarge=9; c5a.2xlarge=6; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=1; m5.xlarge=6; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=13; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,RESHIV2,397.55999999999995,12, 14, 5, 4, 0, 4, 0, 1, 2, 0, 2, 6, 2, 2, 3, 6, 6, 3, 0, 4, 0, 1, 2, 3, 2, 12, 2,{c5.2xlarge=12; c5.xlarge=14; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=6; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=12; z1d.xlarge=2},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,RESHIV3,519.8699999999999,12, 13, 4, 4, 0, 4, 0, 1, 3, 0, 2, 8, 0, 2, 3, 6, 6, 3, 0, 5, 0, 2, 1, 1, 3, 12, 3,{c5.2xlarge=12; c5.xlarge=13; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=2; m5.xlarge=8; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=12; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,RESHIMAX,348.84999999999997,11, 15, 5, 5, 0, 5, 0, 2, 5, 0, 2, 10, 1, 5, 1, 5, 5, 3, 0, 2, 0, 1, 1, 3, 2, 6, 3,{c5.2xlarge=11; c5.xlarge=15; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=0; m5.large=2; m5.xlarge=10; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,21,RESHIFCFS,409.2399999999999,12, 11, 4, 5, 0, 2, 0, 1, 3, 0, 3, 11, 1, 2, 2, 6, 7, 3, 0, 2, 0, 1, 2, 3, 5, 10, 2,{c5.2xlarge=12; c5.xlarge=11; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=3; m5.xlarge=11; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=10; z1d.xlarge=2},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,22,MINMIN,407.55999999999995,11, 8, 4, 0, 0, 2, 1, 2, 0, 0, 2, 4, 0, 0, 1, 4, 13, 15, 1, 10, 2, 0, 2, 1, 3, 7, 5,{c5.2xlarge=11; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=13; m5zn.xlarge=15; r5.2xlarge=1; r5.large=10; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,MAXMIN,533.0699999999999,8, 12, 2, 0, 0, 4, 2, 3, 2, 0, 1, 3, 0, 0, 1, 6, 10, 13, 2, 10, 2, 0, 1, 1, 3, 4, 8,{c5.2xlarge=8; c5.xlarge=12; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=0; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=13; r5.2xlarge=2; r5.large=10; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,MCT,403.0299999999999,9, 8, 5, 0, 0, 1, 1, 2, 3, 0, 1, 3, 0, 0, 1, 6, 11, 13, 1, 8, 1, 0, 3, 0, 5, 9, 7,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=13; r5.2xlarge=1; r5.large=8; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,ROUNDROBIN,721.24,5, 6, 1, 0, 0, 2, 8, 6, 4, 0, 1, 3, 0, 0, 1, 2, 3, 13, 1, 12, 6, 0, 3, 6, 1, 9, 5,{c5.2xlarge=5; c5.xlarge=6; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=8; i3.large=6; i3.xlarge=4; m5.2xlarge=0; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=13; r5.2xlarge=1; r5.large=12; r5.xlarge=6; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=6; z1d.2xlarge=1; z1d.large=9; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,STATIC,543.9399999999999,12, 10, 4, 0, 0, 2, 4, 2, 2, 0, 2, 4, 0, 0, 1, 4, 11, 11, 1, 10, 1, 0, 0, 1, 6, 6, 4,{c5.2xlarge=12; c5.xlarge=10; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=4; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=11; r5.2xlarge=1; r5.large=10; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=6; z1d.large=6; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,NOML,488.22999999999996,10, 12, 4, 0, 0, 3, 3, 2, 0, 0, 1, 4, 0, 0, 1, 4, 4, 9, 3, 11, 1, 0, 5, 1, 4, 8, 8,{c5.2xlarge=10; c5.xlarge=12; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=4; m5zn.xlarge=9; r5.2xlarge=3; r5.large=11; r5.xlarge=1; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,CUSTOMCLUSTERNOML,449.68999999999994,8, 7, 4, 0, 0, 2, 4, 3, 0, 0, 2, 3, 0, 0, 3, 4, 7, 9, 4, 12, 4, 0, 3, 2, 4, 9, 4,{c5.2xlarge=8; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=4; i3.large=3; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=7; m5zn.xlarge=9; r5.2xlarge=4; r5.large=12; r5.xlarge=4; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=9; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,TEXTDISTANCE,412.36999999999995,9, 11, 3, 0, 0, 4, 2, 5, 4, 0, 4, 8, 0, 0, 2, 5, 6, 10, 3, 9, 3, 0, 4, 0, 3, 1, 2,{c5.2xlarge=9; c5.xlarge=11; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=2; i3.large=5; i3.xlarge=4; m5.2xlarge=0; m5.large=4; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=10; r5.2xlarge=3; r5.large=9; r5.xlarge=3; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,CRITICALPATH,531.76,8, 6, 4, 0, 0, 2, 3, 4, 2, 0, 2, 6, 0, 0, 1, 4, 10, 9, 3, 14, 3, 0, 2, 3, 2, 4, 6,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=3; i3.large=4; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=3; r5.large=14; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
chipseq,exponential,0.2,40,22,CRITICALPATHREVERSE,456.21,8, 9, 4, 0, 0, 3, 1, 2, 2, 0, 2, 2, 0, 0, 2, 4, 11, 15, 2, 9, 1, 0, 4, 2, 3, 7, 5,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=15; r5.2xlarge=2; r5.large=9; r5.xlarge=1; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
