Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.05,40,0,MINMIN,353.86,0, 7, 13, 11, 6, 5, 1, 1, 0, 3, 2, 5, 2, 0, 1, 17, 0, 7, 0, 2, 5, 1, 3, 1, 0, 0, 5,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=5; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,26,RESHIMAX,502.35999999999996,8, 8, 4, 0, 3, 12, 2, 2, 2, 3, 0, 7, 2, 4, 1, 0, 0, 10, 8, 3, 7, 0, 2, 0, 3, 4, 3,{c5.2xlarge=8; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=12; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=7; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=8; r5.large=3; r5.xlarge=7; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,26,RESHIFCFS,486.3499999999999,10, 6, 4, 0, 4, 10, 1, 1, 3, 2, 0, 5, 0, 2, 2, 0, 0, 13, 4, 2, 8, 5, 1, 0, 5, 6, 4,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=10; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=13; r5.2xlarge=4; r5.large=2; r5.xlarge=8; r5a.2xlarge=5; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=4; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,MINMIN,408.88,4, 5, 0, 11, 1, 9, 1, 2, 1, 4, 0, 1, 1, 0, 2, 4, 20, 9, 1, 9, 0, 0, 1, 1, 2, 5, 4,{c5.2xlarge=4; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=1; d3.xlarge=9; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=20; m5zn.xlarge=9; r5.2xlarge=1; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,MAXMIN,526.1999999999999,4, 4, 0, 8, 2, 12, 1, 4, 4, 6, 0, 2, 3, 0, 1, 3, 9, 7, 2, 8, 0, 0, 2, 3, 4, 4, 5,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=12; i3.2xlarge=1; i3.large=4; i3.xlarge=4; m5.2xlarge=6; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=9; m5zn.xlarge=7; r5.2xlarge=2; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,MCT,410.4599999999999,5, 3, 0, 9, 3, 11, 1, 2, 2, 2, 0, 1, 0, 0, 2, 7, 22, 7, 1, 5, 0, 0, 1, 1, 5, 5, 3,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=3; d3.xlarge=11; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=22; m5zn.xlarge=7; r5.2xlarge=1; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=5; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,ROUNDROBIN,727.64,1, 1, 0, 10, 4, 9, 3, 2, 3, 7, 0, 3, 5, 0, 4, 11, 3, 6, 2, 13, 0, 0, 6, 0, 1, 2, 2,{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=7; m5.large=0; m5.xlarge=3; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=11; m5zn.large=3; m5zn.xlarge=6; r5.2xlarge=2; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,STATIC,349.44999999999993,4, 3, 0, 9, 1, 9, 0, 3, 2, 3, 0, 2, 1, 0, 4, 5, 15, 8, 2, 6, 0, 0, 3, 1, 5, 9, 3,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=9; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=5; m5zn.large=15; m5zn.xlarge=8; r5.2xlarge=2; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,NOML,487.4,6, 4, 0, 9, 1, 8, 2, 3, 1, 4, 0, 1, 9, 0, 7, 3, 7, 6, 2, 6, 0, 0, 3, 3, 5, 4, 4,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=8; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=1; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=2; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,CUSTOMCLUSTERNOML,452.0999999999999,4, 4, 0, 5, 4, 9, 2, 2, 2, 4, 0, 1, 1, 0, 5, 5, 10, 9, 4, 11, 0, 0, 1, 3, 4, 5, 3,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=5; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=4; r5.large=11; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=5; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,TEXTDISTANCE,417.01,5, 5, 0, 10, 3, 9, 1, 3, 4, 8, 0, 6, 3, 0, 2, 6, 7, 8, 3, 4, 0, 0, 3, 1, 3, 2, 2,{c5.2xlarge=5; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=1; i3.large=3; i3.xlarge=4; m5.2xlarge=8; m5.large=0; m5.xlarge=6; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=8; r5.2xlarge=3; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,CRITICALPATH,474.38999999999993,4, 2, 0, 8, 3, 11, 3, 6, 4, 3, 0, 2, 2, 0, 3, 3, 14, 5, 3, 11, 0, 0, 3, 1, 2, 3, 2,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=11; i3.2xlarge=3; i3.large=6; i3.xlarge=4; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=14; m5zn.xlarge=5; r5.2xlarge=3; r5.large=11; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,CRITICALPATHREVERSE,533.18,6, 3, 0, 8, 3, 9, 0, 2, 1, 3, 0, 2, 2, 0, 4, 4, 17, 10, 2, 5, 0, 0, 2, 2, 4, 4, 5,{c5.2xlarge=6; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=17; m5zn.xlarge=10; r5.2xlarge=2; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,RESHIV2,519.8199999999999,4, 2, 0, 8, 2, 11, 2, 5, 3, 3, 0, 2, 4, 0, 2, 3, 14, 6, 1, 15, 0, 0, 1, 1, 3, 4, 2,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=11; i3.2xlarge=2; i3.large=5; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=14; m5zn.xlarge=6; r5.2xlarge=1; r5.large=15; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,RESHIV3,525.9,4, 4, 0, 7, 4, 12, 2, 3, 3, 2, 0, 3, 2, 0, 2, 3, 18, 10, 1, 6, 0, 0, 1, 1, 4, 4, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=12; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=18; m5zn.xlarge=10; r5.2xlarge=1; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,RESHIMAX,484.78,4, 4, 0, 7, 2, 11, 1, 4, 3, 3, 0, 2, 3, 0, 2, 4, 11, 7, 2, 10, 0, 0, 4, 3, 4, 2, 5,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=2; d3.xlarge=11; i3.2xlarge=1; i3.large=4; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=7; r5.2xlarge=2; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=2; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,27,RESHIFCFS,526.55,5, 3, 0, 8, 3, 10, 1, 3, 4, 3, 0, 3, 2, 0, 4, 4, 15, 7, 1, 5, 0, 0, 1, 1, 5, 5, 5,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=10; i3.2xlarge=1; i3.large=3; i3.xlarge=4; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=15; m5zn.xlarge=7; r5.2xlarge=1; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=5; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
chipseq,exponential,0.05,40,28,MINMIN,358.10999999999996,10, 6, 14, 0, 0, 4, 0, 1, 5, 2, 3, 2, 0, 6, 1, 6, 22, 0, 2, 0, 3, 0, 5, 1, 3, 0, 2,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=5; m5.2xlarge=2; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=22; m5zn.xlarge=0; r5.2xlarge=2; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,28,MAXMIN,551.3699999999999,10, 7, 10, 0, 0, 6, 0, 3, 5, 2, 2, 3, 1, 8, 1, 5, 8, 0, 2, 0, 5, 1, 10, 2, 4, 0, 3,{c5.2xlarge=10; c5.xlarge=7; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=0; i3.large=3; i3.xlarge=5; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=1; m5a.large=8; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=2; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=10; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,28,MCT,409.14,10, 6, 15, 0, 0, 6, 0, 1, 2, 1, 3, 2, 1, 6, 1, 6, 20, 0, 1, 0, 2, 0, 6, 1, 5, 0, 3,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=20; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=1}
