Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.0,40,0,MINMIN,353.14,0, 9, 13, 12, 6, 4, 1, 1, 0, 4, 3, 6, 0, 0, 4, 14, 0, 7, 0, 2, 2, 1, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,34,ROUNDROBIN,548.2099999999999,14, 11, 5, 1, 6, 6, 7, 0, 0, 11, 0, 0, 1, 5, 1, 5, 1, 2, 0, 8, 6, 2, 2, 0, 0, 1, 3,{c5.2xlarge=14; c5.xlarge=11; c5a.2xlarge=5; c5a.xlarge=1; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=0; r5.large=8; r5.xlarge=6; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,STATIC,331.25999999999993,18, 10, 3, 7, 1, 4, 1, 3, 0, 4, 0, 0, 1, 1, 1, 8, 15, 3, 0, 5, 4, 0, 0, 0, 0, 2, 7,{c5.2xlarge=18; c5.xlarge=10; c5a.2xlarge=3; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=15; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=7},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,NOML,448.11999999999995,20, 6, 4, 4, 1, 3, 2, 2, 0, 11, 0, 0, 3, 1, 3, 7, 2, 2, 0, 7, 3, 2, 5, 0, 0, 3, 7,{c5.2xlarge=20; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=11; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=7; r5.xlarge=3; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=7},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,CUSTOMCLUSTERNOML,524.8499999999999,16, 6, 2, 4, 5, 5, 5, 1, 0, 8, 0, 0, 2, 0, 2, 8, 4, 4, 0, 8, 4, 3, 2, 0, 0, 3, 6,{c5.2xlarge=16; c5.xlarge=6; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=5; i3.2xlarge=5; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=4; r5.2xlarge=0; r5.large=8; r5.xlarge=4; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,TEXTDISTANCE,348.7699999999999,14, 11, 2, 3, 1, 5, 3, 3, 0, 18, 0, 0, 1, 2, 0, 6, 4, 3, 0, 5, 7, 2, 2, 0, 0, 2, 4,{c5.2xlarge=14; c5.xlarge=11; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=3; i3.large=3; i3.xlarge=0; m5.2xlarge=18; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=7; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,CRITICALPATH,474.98,16, 9, 4, 5, 3, 4, 2, 10, 0, 7, 0, 0, 0, 1, 2, 6, 4, 3, 0, 8, 4, 1, 1, 0, 0, 2, 6,{c5.2xlarge=16; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=10; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=0; r5.large=8; r5.xlarge=4; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,CRITICALPATHREVERSE,460.62,17, 10, 4, 5, 2, 4, 0, 1, 0, 4, 0, 0, 1, 2, 2, 8, 6, 6, 0, 4, 3, 1, 3, 0, 0, 4, 11,{c5.2xlarge=17; c5.xlarge=10; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=11},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,RESHIV2,525.29,17, 15, 4, 4, 3, 6, 0, 3, 0, 4, 0, 0, 2, 2, 0, 6, 7, 3, 0, 7, 2, 1, 2, 0, 0, 4, 6,{c5.2xlarge=17; c5.xlarge=15; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=3; r5.2xlarge=0; r5.large=7; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,RESHIV3,353.30999999999995,17, 13, 3, 4, 2, 4, 2, 4, 0, 5, 0, 0, 1, 1, 2, 6, 8, 3, 0, 4, 4, 1, 2, 0, 0, 5, 7,{c5.2xlarge=17; c5.xlarge=13; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=2; i3.large=4; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=7},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,RESHIMAX,350.9099999999999,13, 13, 5, 2, 3, 4, 3, 5, 0, 4, 0, 0, 1, 3, 1, 6, 5, 2, 0, 7, 4, 2, 2, 0, 0, 3, 10,{c5.2xlarge=13; c5.xlarge=13; c5a.2xlarge=5; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=3; i3.large=5; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=2; r5.2xlarge=0; r5.large=7; r5.xlarge=4; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=10},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,34,RESHIFCFS,411.0799999999999,17, 12, 3, 4, 1, 2, 1, 3, 0, 4, 0, 0, 2, 3, 2, 7, 8, 3, 0, 7, 4, 1, 2, 0, 0, 4, 8,{c5.2xlarge=17; c5.xlarge=12; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=0; r5.large=7; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=8},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.0,40,35,MINMIN,354.71999999999997,0, 8, 0, 6, 1, 2, 2, 2, 2, 4, 0, 4, 0, 0, 0, 24, 14, 5, 6, 0, 4, 1, 0, 2, 3, 8, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=24; m5zn.large=14; m5zn.xlarge=5; r5.2xlarge=6; r5.large=0; r5.xlarge=4; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,MAXMIN,488.9599999999999,0, 12, 0, 4, 2, 2, 4, 4, 4, 2, 0, 5, 2, 0, 0, 21, 5, 4, 9, 0, 5, 1, 0, 4, 3, 5, 0,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=4; i3.large=4; i3.xlarge=4; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=9; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,MCT,353.9099999999999,0, 13, 0, 4, 2, 2, 1, 2, 2, 2, 0, 6, 2, 0, 0, 26, 14, 3, 3, 0, 4, 0, 0, 2, 3, 7, 0,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=6; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=26; m5zn.large=14; m5zn.xlarge=3; r5.2xlarge=3; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,ROUNDROBIN,711.52,0, 7, 0, 5, 5, 0, 8, 4, 1, 2, 0, 4, 3, 0, 0, 19, 5, 1, 5, 0, 8, 8, 0, 4, 1, 8, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=8; i3.large=4; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=19; m5zn.large=5; m5zn.xlarge=1; r5.2xlarge=5; r5.large=0; r5.xlarge=8; r5a.2xlarge=8; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,STATIC,333.74999999999994,0, 9, 0, 4, 3, 1, 2, 4, 4, 5, 0, 4, 2, 0, 0, 23, 10, 3, 9, 0, 3, 2, 0, 2, 4, 4, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=4; i3.xlarge=4; m5.2xlarge=5; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=23; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=9; r5.large=0; r5.xlarge=3; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,NOML,490.74,0, 18, 0, 4, 2, 2, 2, 3, 2, 4, 0, 5, 6, 0, 0, 15, 4, 2, 7, 0, 3, 5, 0, 4, 4, 6, 0,{c5.2xlarge=0; c5.xlarge=18; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=4; m5zn.xlarge=2; r5.2xlarge=7; r5.large=0; r5.xlarge=3; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=4; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,CUSTOMCLUSTERNOML,473.7699999999999,0, 7, 0, 4, 5, 3, 5, 5, 0, 4, 0, 3, 2, 0, 0, 21, 8, 3, 6, 0, 3, 4, 0, 3, 4, 8, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=5; i3.large=5; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=6; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,35,TEXTDISTANCE,351.1599999999999,0, 10, 0, 6, 2, 3, 3, 5, 5, 8, 0, 10, 3, 0, 0, 10, 4, 2, 8, 0, 7, 5, 0, 2, 3, 2, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=3; i3.large=5; i3.xlarge=5; m5.2xlarge=8; m5.large=0; m5.xlarge=10; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=4; m5zn.xlarge=2; r5.2xlarge=8; r5.large=0; r5.xlarge=7; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
