Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.0,40,0,MINMIN,353.14,0, 9, 13, 12, 6, 4, 1, 1, 0, 4, 3, 6, 0, 0, 2, 14, 0, 7, 0, 2, 2, 3, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,35,RESHIV3,483.76,0, 11, 0, 3, 4, 3, 2, 2, 4, 3, 0, 4, 1, 0, 0, 19, 13, 5, 4, 0, 4, 2, 0, 2, 4, 8, 0,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=3; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=19; m5zn.large=13; m5zn.xlarge=5; r5.2xlarge=4; r5.large=0; r5.xlarge=4; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,exponential,0.0,40,35,RESHIMAX,351.46999999999997,0, 18, 0, 5, 2, 2, 2, 4, 3, 2, 0, 5, 2, 0, 0, 15, 8, 3, 8, 0, 5, 3, 0, 5, 2, 4, 0,{c5.2xlarge=0; c5.xlarge=18; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=2; i3.large=4; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=8; r5.large=0; r5.xlarge=5; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,exponential,0.0,40,35,RESHIFCFS,416.68999999999994,0, 14, 0, 5, 2, 4, 3, 2, 3, 2, 0, 4, 2, 0, 0, 18, 12, 4, 5, 0, 4, 1, 0, 2, 3, 8, 0,{c5.2xlarge=0; c5.xlarge=14; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=18; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=5; r5.large=0; r5.xlarge=4; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,MINMIN,348.03000000000003,6, 6, 24, 0, 0, 2, 0, 2, 3, 2, 0, 4, 2, 1, 3, 13, 0, 8, 2, 2, 0, 1, 3, 1, 7, 6, 0,{c5.2xlarge=6; c5.xlarge=6; c5a.2xlarge=24; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=7; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,MAXMIN,549.9599999999999,4, 9, 18, 0, 0, 2, 0, 6, 6, 3, 0, 5, 2, 3, 4, 10, 0, 2, 5, 2, 0, 0, 6, 3, 6, 2, 0,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=6; i3.xlarge=6; m5.2xlarge=3; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=5; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=6; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,MCT,353.93,6, 9, 20, 0, 0, 3, 0, 3, 4, 2, 0, 4, 1, 3, 3, 12, 0, 7, 2, 2, 0, 0, 3, 1, 9, 4, 0,{c5.2xlarge=6; c5.xlarge=9; c5a.2xlarge=20; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=4; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=3; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=9; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,ROUNDROBIN,807.77,6, 8, 17, 0, 0, 1, 0, 4, 9, 4, 0, 3, 9, 1, 7, 4, 0, 1, 2, 1, 0, 7, 4, 1, 3, 6, 0,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=17; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=4; i3.xlarge=9; m5.2xlarge=4; m5.large=0; m5.xlarge=3; m5a.2xlarge=9; m5a.large=1; m5a.xlarge=7; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=7; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,STATIC,336.34,5, 7, 22, 0, 0, 1, 0, 2, 6, 2, 0, 4, 3, 3, 4, 10, 0, 6, 4, 1, 0, 0, 7, 1, 7, 3, 0,{c5.2xlarge=5; c5.xlarge=7; c5a.2xlarge=22; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=6; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=4; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=1; z1d.2xlarge=7; z1d.large=3; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,NOML,583.4,6, 4, 21, 0, 0, 3, 0, 1, 2, 3, 0, 3, 13, 1, 9, 4, 0, 2, 5, 3, 0, 3, 6, 2, 5, 2, 0,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=21; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=13; m5a.large=1; m5a.xlarge=9; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=5; r5.large=3; r5.xlarge=0; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,CUSTOMCLUSTERNOML,336.83,4, 7, 15, 0, 0, 2, 0, 5, 6, 4, 0, 5, 2, 2, 8, 8, 0, 2, 4, 2, 0, 2, 5, 2, 8, 5, 0,{c5.2xlarge=4; c5.xlarge=7; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=6; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=8; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=4; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=8; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,TEXTDISTANCE,353.14,4, 8, 19, 0, 0, 2, 0, 4, 6, 4, 0, 10, 4, 2, 3, 9, 0, 3, 4, 3, 0, 1, 3, 1, 5, 3, 0,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=19; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=6; m5.2xlarge=4; m5.large=0; m5.xlarge=10; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=3; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,CRITICALPATH,488.87,4, 5, 20, 0, 0, 4, 0, 5, 7, 2, 0, 4, 4, 3, 5, 7, 0, 2, 4, 1, 0, 3, 6, 2, 6, 4, 0,{c5.2xlarge=4; c5.xlarge=5; c5a.2xlarge=20; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=5; i3.xlarge=7; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=5; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=4; r5.large=1; r5.xlarge=0; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,CRITICALPATHREVERSE,532.86,5, 9, 21, 0, 0, 2, 0, 3, 4, 2, 0, 4, 2, 1, 3, 9, 0, 5, 4, 3, 0, 2, 4, 1, 7, 7, 0,{c5.2xlarge=5; c5.xlarge=9; c5a.2xlarge=21; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=4; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=7; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,RESHIV2,525.6,4, 10, 20, 0, 0, 4, 0, 2, 7, 3, 0, 3, 5, 1, 3, 6, 0, 3, 5, 4, 0, 0, 6, 1, 5, 6, 0,{c5.2xlarge=4; c5.xlarge=10; c5a.2xlarge=20; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=7; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=5; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,RESHIV3,411.71,6, 9, 21, 0, 0, 4, 0, 3, 6, 1, 0, 3, 3, 1, 4, 9, 0, 3, 3, 4, 0, 1, 3, 1, 7, 6, 0,{c5.2xlarge=6; c5.xlarge=9; c5a.2xlarge=21; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=6; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=3; r5.large=4; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=7; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,RESHIMAX,351.4299999999999,4, 14, 15, 0, 0, 3, 0, 5, 6, 1, 0, 5, 2, 1, 3, 8, 0, 2, 2, 3, 0, 1, 5, 4, 9, 5, 0,{c5.2xlarge=4; c5.xlarge=14; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=5; i3.xlarge=6; m5.2xlarge=1; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,36,RESHIFCFS,501.03999999999996,4, 9, 21, 0, 0, 4, 0, 3, 7, 2, 0, 5, 5, 1, 2, 9, 0, 3, 3, 3, 0, 1, 3, 3, 4, 6, 0,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=21; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=3; i3.xlarge=7; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=5; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=3; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.0,40,37,MINMIN,353.63,0, 12, 0, 12, 0, 7, 2, 0, 0, 3, 5, 2, 0, 4, 0, 6, 0, 6, 6, 0, 6, 0, 4, 6, 9, 0, 8,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=5; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=6; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=6; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=3; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
chipseq,exponential,0.0,40,37,MAXMIN,504.21,0, 9, 0, 4, 0, 12, 2, 0, 0, 3, 8, 3, 1, 5, 1, 4, 0, 3, 7, 0, 8, 1, 6, 6, 9, 0, 6,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=8; m5.xlarge=3; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=7; r5.large=0; r5.xlarge=8; r5a.2xlarge=1; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=3; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
