Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,normal,0.2,40,0,MINMIN,1604.8399999999976,0, 53, 83, 55, 72, 55, 22, 21, 0, 52, 25, 78, 44, 0, 49, 79, 0, 28, 0, 26, 49, 73, 66, 42, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=83; c5a.xlarge=55; d3.2xlarge=72; d3.xlarge=55; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=25; m5.xlarge=78; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=26; r5.xlarge=49; r5a.2xlarge=73; r5a.large=66; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,MAXMIN,1606.5099999999977,0, 49, 80, 48, 76, 48, 25, 23, 0, 52, 24, 78, 44, 0, 50, 93, 0, 29, 0, 22, 50, 66, 73, 42, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=49; c5a.2xlarge=80; c5a.xlarge=48; d3.2xlarge=76; d3.xlarge=48; i3.2xlarge=25; i3.large=23; i3.xlarge=0; m5.2xlarge=52; m5.large=24; m5.xlarge=78; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=50; m5zn.2xlarge=93; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=22; r5.xlarge=50; r5a.2xlarge=66; r5a.large=73; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,MCT,1600.1599999999978,0, 54, 82, 56, 82, 52, 24, 22, 0, 52, 21, 71, 43, 0, 48, 89, 0, 27, 0, 24, 48, 69, 67, 42, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=82; c5a.xlarge=56; d3.2xlarge=82; d3.xlarge=52; i3.2xlarge=24; i3.large=22; i3.xlarge=0; m5.2xlarge=52; m5.large=21; m5.xlarge=71; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=24; r5.xlarge=48; r5a.2xlarge=69; r5a.large=67; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,ROUNDROBIN,1605.7699999999973,0, 53, 84, 52, 76, 51, 22, 21, 0, 49, 24, 78, 45, 0, 47, 88, 0, 27, 0, 24, 51, 71, 70, 42, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=84; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=51; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=71; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,STATIC,1635.089999999997,0, 52, 83, 53, 81, 53, 23, 21, 0, 50, 27, 77, 42, 0, 42, 93, 0, 30, 0, 22, 49, 65, 66, 44, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=83; c5a.xlarge=53; d3.2xlarge=81; d3.xlarge=53; i3.2xlarge=23; i3.large=21; i3.xlarge=0; m5.2xlarge=50; m5.large=27; m5.xlarge=77; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=93; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=0; r5.large=22; r5.xlarge=49; r5a.2xlarge=65; r5a.large=66; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,NOML,1613.1899999999982,0, 54, 90, 54, 71, 50, 23, 22, 0, 49, 24, 67, 49, 0, 50, 85, 0, 28, 0, 25, 50, 71, 64, 46, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=90; c5a.xlarge=54; d3.2xlarge=71; d3.xlarge=50; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=67; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=50; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=25; r5.xlarge=50; r5a.2xlarge=71; r5a.large=64; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,CUSTOMCLUSTERNOML,1600.6699999999978,0, 52, 78, 56, 82, 51, 21, 25, 0, 53, 23, 75, 42, 0, 50, 87, 0, 28, 0, 23, 53, 70, 65, 40, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=78; c5a.xlarge=56; d3.2xlarge=82; d3.xlarge=51; i3.2xlarge=21; i3.large=25; i3.xlarge=0; m5.2xlarge=53; m5.large=23; m5.xlarge=75; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=50; m5zn.2xlarge=87; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=23; r5.xlarge=53; r5a.2xlarge=70; r5a.large=65; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,TEXTDISTANCE,1605.6699999999971,0, 48, 82, 54, 79, 52, 27, 21, 0, 51, 22, 78, 46, 0, 49, 86, 0, 29, 0, 24, 50, 69, 62, 44, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=48; c5a.2xlarge=82; c5a.xlarge=54; d3.2xlarge=79; d3.xlarge=52; i3.2xlarge=27; i3.large=21; i3.xlarge=0; m5.2xlarge=51; m5.large=22; m5.xlarge=78; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=50; r5a.2xlarge=69; r5a.large=62; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,CRITICALPATH,1602.0099999999975,0, 52, 85, 52, 75, 50, 23, 25, 0, 50, 24, 76, 47, 0, 44, 85, 0, 34, 0, 22, 49, 68, 67, 43, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=85; c5a.xlarge=52; d3.2xlarge=75; d3.xlarge=50; i3.2xlarge=23; i3.large=25; i3.xlarge=0; m5.2xlarge=50; m5.large=24; m5.xlarge=76; m5a.2xlarge=47; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=22; r5.xlarge=49; r5a.2xlarge=68; r5a.large=67; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,CRITICALPATHREVERSE,1602.1199999999974,0, 52, 81, 54, 77, 50, 21, 22, 0, 53, 26, 72, 47, 0, 46, 84, 0, 32, 0, 21, 59, 65, 65, 47, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=81; c5a.xlarge=54; d3.2xlarge=77; d3.xlarge=50; i3.2xlarge=21; i3.large=22; i3.xlarge=0; m5.2xlarge=53; m5.large=26; m5.xlarge=72; m5a.2xlarge=47; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=84; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=21; r5.xlarge=59; r5a.2xlarge=65; r5a.large=65; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.2,40,0,RESHIV2,1603.0599999999977,0, 51, 78, 52, 80, 52, 22, 25, 0, 48, 22, 71, 45, 0, 45, 89, 0, 29, 0, 22, 51, 71, 72, 45, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=78; c5a.xlarge=52; d3.2xlarge=80; d3.xlarge=52; i3.2xlarge=22; i3.large=25; i3.xlarge=0; m5.2xlarge=48; m5.large=22; m5.xlarge=71; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=22; r5.xlarge=51; r5a.2xlarge=71; r5a.large=72; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
