Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,normal,0.0,40,0,MINMIN,1599.7699999999975,0, 49, 82, 54, 75, 50, 24, 21, 0, 52, 25, 72, 48, 0, 49, 89, 0, 29, 0, 24, 50, 63, 72, 47, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=49; c5a.2xlarge=82; c5a.xlarge=54; d3.2xlarge=75; d3.xlarge=50; i3.2xlarge=24; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=25; m5.xlarge=72; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=50; r5a.2xlarge=63; r5a.large=72; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,MAXMIN,1599.9699999999975,0, 51, 85, 54, 75, 52, 22, 21, 0, 52, 23, 73, 46, 0, 49, 89, 0, 28, 0, 25, 47, 65, 76, 41, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=85; c5a.xlarge=54; d3.2xlarge=75; d3.xlarge=52; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=23; m5.xlarge=73; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=25; r5.xlarge=47; r5a.2xlarge=65; r5a.large=76; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,MCT,1599.7699999999975,0, 49, 82, 54, 77, 50, 24, 21, 0, 52, 25, 72, 48, 0, 47, 89, 0, 29, 0, 24, 50, 63, 72, 47, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=49; c5a.2xlarge=82; c5a.xlarge=54; d3.2xlarge=77; d3.xlarge=50; i3.2xlarge=24; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=25; m5.xlarge=72; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=50; r5a.2xlarge=63; r5a.large=72; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,ROUNDROBIN,1605.7699999999973,0, 53, 84, 52, 76, 51, 22, 21, 0, 49, 24, 78, 45, 0, 47, 88, 0, 27, 0, 24, 51, 71, 70, 42, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=84; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=51; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=71; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,STATIC,1626.0699999999974,0, 52, 83, 60, 77, 53, 22, 20, 0, 53, 22, 72, 49, 0, 42, 96, 0, 28, 0, 23, 53, 62, 66, 41, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=83; c5a.xlarge=60; d3.2xlarge=77; d3.xlarge=53; i3.2xlarge=22; i3.large=20; i3.xlarge=0; m5.2xlarge=53; m5.large=22; m5.xlarge=72; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=96; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=23; r5.xlarge=53; r5a.2xlarge=62; r5a.large=66; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,NOML,1612.4999999999977,0, 53, 82, 58, 74, 49, 22, 22, 0, 51, 25, 75, 52, 0, 48, 85, 0, 28, 0, 23, 48, 71, 65, 42, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=82; c5a.xlarge=58; d3.2xlarge=74; d3.xlarge=49; i3.2xlarge=22; i3.large=22; i3.xlarge=0; m5.2xlarge=51; m5.large=25; m5.xlarge=75; m5a.2xlarge=52; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=23; r5.xlarge=48; r5a.2xlarge=71; r5a.large=65; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,CUSTOMCLUSTERNOML,1600.8299999999979,0, 53, 80, 53, 78, 46, 22, 22, 0, 50, 25, 78, 45, 0, 51, 84, 0, 28, 0, 26, 52, 68, 64, 47, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=80; c5a.xlarge=53; d3.2xlarge=78; d3.xlarge=46; i3.2xlarge=22; i3.large=22; i3.xlarge=0; m5.2xlarge=50; m5.large=25; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=51; m5zn.2xlarge=84; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=26; r5.xlarge=52; r5a.2xlarge=68; r5a.large=64; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,TEXTDISTANCE,1606.1199999999972,0, 50, 82, 59, 78, 49, 24, 22, 0, 49, 23, 75, 46, 0, 45, 92, 0, 27, 0, 25, 43, 75, 63, 44, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=82; c5a.xlarge=59; d3.2xlarge=78; d3.xlarge=49; i3.2xlarge=24; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=23; m5.xlarge=75; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=25; r5.xlarge=43; r5a.2xlarge=75; r5a.large=63; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,CRITICALPATH,1602.7399999999975,0, 50, 88, 54, 76, 50, 22, 21, 0, 49, 25, 78, 45, 0, 47, 91, 0, 28, 0, 21, 51, 73, 64, 41, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=88; c5a.xlarge=54; d3.2xlarge=76; d3.xlarge=50; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=49; m5.large=25; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=21; r5.xlarge=51; r5a.2xlarge=73; r5a.large=64; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,CRITICALPATHREVERSE,1602.4599999999975,0, 52, 80, 54, 77, 56, 23, 22, 0, 49, 24, 75, 51, 0, 48, 90, 0, 31, 0, 20, 47, 66, 69, 41, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=80; c5a.xlarge=54; d3.2xlarge=77; d3.xlarge=56; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=75; m5a.2xlarge=51; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=20; r5.xlarge=47; r5a.2xlarge=66; r5a.large=69; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.0,40,0,RESHIV2,1601.8299999999974,0, 46, 81, 57, 73, 53, 23, 22, 0, 54, 22, 74, 46, 0, 48, 93, 0, 32, 0, 23, 53, 65, 66, 43, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=46; c5a.2xlarge=81; c5a.xlarge=57; d3.2xlarge=73; d3.xlarge=53; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=54; m5.large=22; m5.xlarge=74; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=93; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=23; r5.xlarge=53; r5a.2xlarge=65; r5a.large=66; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
