Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,normal,0.15,40,0,MINMIN,1600.319999999998,0, 54, 86, 57, 73, 51, 25, 23, 0, 48, 22, 76, 48, 0, 49, 87, 0, 28, 0, 26, 49, 64, 65, 41, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=86; c5a.xlarge=57; d3.2xlarge=73; d3.xlarge=51; i3.2xlarge=25; i3.large=23; i3.xlarge=0; m5.2xlarge=48; m5.large=22; m5.xlarge=76; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=87; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=26; r5.xlarge=49; r5a.2xlarge=64; r5a.large=65; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,MAXMIN,1606.5899999999974,0, 50, 78, 60, 80, 51, 22, 21, 0, 52, 22, 72, 45, 0, 47, 86, 0, 29, 0, 24, 51, 69, 64, 47, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=78; c5a.xlarge=60; d3.2xlarge=80; d3.xlarge=51; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=22; m5.xlarge=72; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=69; r5a.large=64; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,MCT,1600.1599999999974,0, 52, 83, 50, 74, 50, 27, 22, 0, 51, 21, 78, 45, 0, 46, 85, 0, 29, 0, 23, 50, 69, 73, 44, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=83; c5a.xlarge=50; d3.2xlarge=74; d3.xlarge=50; i3.2xlarge=27; i3.large=22; i3.xlarge=0; m5.2xlarge=51; m5.large=21; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=23; r5.xlarge=50; r5a.2xlarge=69; r5a.large=73; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,ROUNDROBIN,1605.7699999999973,0, 53, 84, 52, 76, 51, 22, 21, 0, 49, 24, 78, 45, 0, 47, 88, 0, 27, 0, 24, 51, 71, 70, 42, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=84; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=51; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=71; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,STATIC,1621.849999999997,0, 52, 84, 53, 79, 53, 23, 21, 0, 53, 27, 77, 41, 0, 42, 90, 0, 30, 0, 22, 49, 66, 66, 44, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=84; c5a.xlarge=53; d3.2xlarge=79; d3.xlarge=53; i3.2xlarge=23; i3.large=21; i3.xlarge=0; m5.2xlarge=53; m5.large=27; m5.xlarge=77; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=0; r5.large=22; r5.xlarge=49; r5a.2xlarge=66; r5a.large=66; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,NOML,1612.419999999998,0, 54, 84, 55, 81, 46, 25, 21, 0, 52, 27, 76, 47, 0, 47, 82, 0, 28, 0, 26, 48, 68, 63, 43, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=84; c5a.xlarge=55; d3.2xlarge=81; d3.xlarge=46; i3.2xlarge=25; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=27; m5.xlarge=76; m5a.2xlarge=47; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=26; r5.xlarge=48; r5a.2xlarge=68; r5a.large=63; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,CUSTOMCLUSTERNOML,1601.3899999999978,0, 51, 82, 55, 81, 56, 22, 20, 0, 48, 22, 74, 50, 0, 43, 84, 0, 29, 0, 22, 51, 67, 71, 46, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=82; c5a.xlarge=55; d3.2xlarge=81; d3.xlarge=56; i3.2xlarge=22; i3.large=20; i3.xlarge=0; m5.2xlarge=48; m5.large=22; m5.xlarge=74; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=84; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=22; r5.xlarge=51; r5a.2xlarge=67; r5a.large=71; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,TEXTDISTANCE,1605.469999999997,0, 54, 75, 60, 74, 50, 24, 23, 0, 52, 25, 75, 50, 0, 48, 91, 0, 31, 0, 24, 43, 65, 62, 47, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=75; c5a.xlarge=60; d3.2xlarge=74; d3.xlarge=50; i3.2xlarge=24; i3.large=23; i3.xlarge=0; m5.2xlarge=52; m5.large=25; m5.xlarge=75; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=24; r5.xlarge=43; r5a.2xlarge=65; r5a.large=62; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,CRITICALPATH,1602.2599999999975,0, 53, 80, 55, 77, 49, 23, 19, 0, 53, 25, 77, 44, 0, 45, 84, 0, 32, 0, 24, 52, 68, 68, 44, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=80; c5a.xlarge=55; d3.2xlarge=77; d3.xlarge=49; i3.2xlarge=23; i3.large=19; i3.xlarge=0; m5.2xlarge=53; m5.large=25; m5.xlarge=77; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=84; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=24; r5.xlarge=52; r5a.2xlarge=68; r5a.large=68; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,CRITICALPATHREVERSE,1602.1199999999976,0, 52, 81, 53, 73, 53, 21, 22, 0, 49, 25, 75, 45, 0, 43, 87, 0, 31, 0, 23, 50, 75, 65, 49, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=81; c5a.xlarge=53; d3.2xlarge=73; d3.xlarge=53; i3.2xlarge=21; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=25; m5.xlarge=75; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=87; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=23; r5.xlarge=50; r5a.2xlarge=75; r5a.large=65; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,RESHIV2,1602.3799999999976,0, 49, 82, 54, 79, 48, 27, 24, 0, 49, 25, 78, 50, 0, 44, 85, 0, 30, 0, 23, 48, 68, 70, 41, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=49; c5a.2xlarge=82; c5a.xlarge=54; d3.2xlarge=79; d3.xlarge=48; i3.2xlarge=27; i3.large=24; i3.xlarge=0; m5.2xlarge=49; m5.large=25; m5.xlarge=78; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=0; r5.large=23; r5.xlarge=48; r5a.2xlarge=68; r5a.large=70; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,RESHIV3,1604.5899999999979,0, 56, 79, 51, 73, 47, 23, 22, 0, 49, 22, 80, 49, 0, 49, 85, 0, 31, 0, 28, 53, 64, 65, 45, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=79; c5a.xlarge=51; d3.2xlarge=73; d3.xlarge=47; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=22; m5.xlarge=80; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=28; r5.xlarge=53; r5a.2xlarge=64; r5a.large=65; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,RESHIMAX,1601.8399999999974,0, 52, 78, 55, 77, 53, 23, 23, 0, 50, 23, 73, 48, 0, 47, 88, 0, 28, 0, 25, 49, 66, 67, 49, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=78; c5a.xlarge=55; d3.2xlarge=77; d3.xlarge=53; i3.2xlarge=23; i3.large=23; i3.xlarge=0; m5.2xlarge=50; m5.large=23; m5.xlarge=73; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=25; r5.xlarge=49; r5a.2xlarge=66; r5a.large=67; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.15,40,0,RESHIFCFS,1602.4299999999976,0, 51, 85, 53, 76, 49, 20, 24, 0, 53, 24, 72, 49, 0, 50, 87, 0, 28, 0, 24, 51, 69, 65, 45, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=85; c5a.xlarge=53; d3.2xlarge=76; d3.xlarge=49; i3.2xlarge=20; i3.large=24; i3.xlarge=0; m5.2xlarge=53; m5.large=24; m5.xlarge=72; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=50; m5zn.2xlarge=87; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=69; r5a.large=65; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
