Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,normal,0.05,40,0,MINMIN,1603.1199999999974,0, 51, 83, 58, 74, 52, 23, 24, 0, 53, 24, 74, 44, 0, 45, 88, 0, 28, 0, 23, 47, 70, 69, 43, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=83; c5a.xlarge=58; d3.2xlarge=74; d3.xlarge=52; i3.2xlarge=23; i3.large=24; i3.xlarge=0; m5.2xlarge=53; m5.large=24; m5.xlarge=74; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=23; r5.xlarge=47; r5a.2xlarge=70; r5a.large=69; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,MAXMIN,1610.2599999999973,0, 50, 81, 56, 76, 51, 23, 22, 0, 51, 21, 71, 50, 0, 47, 90, 0, 31, 0, 26, 47, 69, 67, 42, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=81; c5a.xlarge=56; d3.2xlarge=76; d3.xlarge=51; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=51; m5.large=21; m5.xlarge=71; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=26; r5.xlarge=47; r5a.2xlarge=69; r5a.large=67; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,MCT,1599.9799999999975,0, 51, 81, 57, 79, 48, 25, 24, 0, 48, 24, 73, 49, 0, 47, 86, 0, 26, 0, 25, 48, 66, 69, 47, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=81; c5a.xlarge=57; d3.2xlarge=79; d3.xlarge=48; i3.2xlarge=25; i3.large=24; i3.xlarge=0; m5.2xlarge=48; m5.large=24; m5.xlarge=73; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=26; r5.2xlarge=0; r5.large=25; r5.xlarge=48; r5a.2xlarge=66; r5a.large=69; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,ROUNDROBIN,1605.7699999999973,0, 53, 84, 52, 76, 51, 22, 21, 0, 49, 24, 78, 45, 0, 47, 88, 0, 27, 0, 24, 51, 71, 70, 42, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=84; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=51; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=78; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=88; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=24; r5.xlarge=51; r5a.2xlarge=71; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,STATIC,1624.2699999999973,0, 52, 82, 54, 80, 52, 22, 21, 0, 53, 26, 76, 43, 0, 42, 91, 0, 31, 0, 24, 50, 66, 65, 43, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=82; c5a.xlarge=54; d3.2xlarge=80; d3.xlarge=52; i3.2xlarge=22; i3.large=21; i3.xlarge=0; m5.2xlarge=53; m5.large=26; m5.xlarge=76; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=24; r5.xlarge=50; r5a.2xlarge=66; r5a.large=65; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,NOML,1612.179999999998,0, 54, 84, 55, 78, 48, 24, 21, 0, 48, 21, 75, 45, 0, 53, 79, 0, 29, 0, 26, 47, 74, 67, 44, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=84; c5a.xlarge=55; d3.2xlarge=78; d3.xlarge=48; i3.2xlarge=24; i3.large=21; i3.xlarge=0; m5.2xlarge=48; m5.large=21; m5.xlarge=75; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=53; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=26; r5.xlarge=47; r5a.2xlarge=74; r5a.large=67; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,CUSTOMCLUSTERNOML,1600.5299999999977,0, 51, 80, 50, 81, 55, 23, 24, 0, 52, 26, 73, 43, 0, 46, 86, 0, 28, 0, 22, 49, 73, 68, 45, 0, 0, 25,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=80; c5a.xlarge=50; d3.2xlarge=81; d3.xlarge=55; i3.2xlarge=23; i3.large=24; i3.xlarge=0; m5.2xlarge=52; m5.large=26; m5.xlarge=73; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=22; r5.xlarge=49; r5a.2xlarge=73; r5a.large=68; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=25},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,TEXTDISTANCE,1605.5199999999973,0, 54, 79, 57, 77, 52, 25, 24, 0, 49, 23, 75, 48, 0, 44, 89, 0, 27, 0, 23, 48, 65, 70, 45, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=79; c5a.xlarge=57; d3.2xlarge=77; d3.xlarge=52; i3.2xlarge=25; i3.large=24; i3.xlarge=0; m5.2xlarge=49; m5.large=23; m5.xlarge=75; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=23; r5.xlarge=48; r5a.2xlarge=65; r5a.large=70; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,CRITICALPATH,1602.0399999999977,0, 52, 79, 55, 76, 45, 25, 22, 0, 51, 26, 74, 42, 0, 44, 96, 0, 31, 0, 22, 54, 66, 68, 45, 0, 0, 27,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=79; c5a.xlarge=55; d3.2xlarge=76; d3.xlarge=45; i3.2xlarge=25; i3.large=22; i3.xlarge=0; m5.2xlarge=51; m5.large=26; m5.xlarge=74; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=96; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=22; r5.xlarge=54; r5a.2xlarge=66; r5a.large=68; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=27},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,CRITICALPATHREVERSE,1602.8199999999974,0, 52, 81, 53, 79, 52, 25, 21, 0, 52, 23, 76, 45, 0, 45, 83, 0, 31, 0, 22, 52, 71, 66, 45, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=81; c5a.xlarge=53; d3.2xlarge=79; d3.xlarge=52; i3.2xlarge=25; i3.large=21; i3.xlarge=0; m5.2xlarge=52; m5.large=23; m5.xlarge=76; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=22; r5.xlarge=52; r5a.2xlarge=71; r5a.large=66; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,normal,0.05,40,0,RESHIV2,1602.1199999999976,0, 51, 81, 53, 74, 53, 24, 20, 0, 47, 22, 74, 42, 0, 43, 91, 0, 33, 0, 23, 52, 73, 71, 45, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=81; c5a.xlarge=53; d3.2xlarge=74; d3.xlarge=53; i3.2xlarge=24; i3.large=20; i3.xlarge=0; m5.2xlarge=47; m5.large=22; m5.xlarge=74; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=23; r5.xlarge=52; r5a.2xlarge=73; r5a.large=71; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
